source1_entity_id	matched_entity_id	variation_labels	s1_business_name	s1_business_address	s1_country	matched_business_name	matched_business_address	matched_country	name_token_jaccard	address_token_jaccard	s1_us_state	matched_us_state	s1_us_city	matched_us_city
S1-564802624	S3-284177240	address_leading_zero_number_format;address_numeric_tokens_changed;address_possible_typo;name_legal_suffix_change;name_token_addition_or_removal;us_city_conflict_candidate	Bailey Ameren	17200 Falls Road, Upperco, MD	US	Bailey Ámeren Corporation	0017200 Falls Road, Uperco CITY, Maryland	US	0.6667	0.375	MD	MD	upperco	uperco city
S1-564802624	S3-79983553	address_leading_zero_number_format;address_numeric_tokens_changed;name_punctuation_spacing	Bailey Ameren	17200 Falls Road, Upperco, MD	US	Bailey  Ameren	Uperco CITY, 0017200 Falls Road, Maryland	US	1.0	0.375	MD	MD	upperco	
S1-254984434	S2-448781208	address_abbreviation_or_state_expansion;name_case_only	Morgan Trust LP	22414 Elliot Avenue, Town Of La Grange, WI	US	MORGAN TRUST LP	22414 ELLIOT AVE, TOWN OF LA GRANGE, WI	US	1.0	1.0	WI	WI	town of la grange	town of la grange
S1-254984434	S2-670729489	address_case_punctuation_spacing	Morgan Trust LP	22414 Elliot Avenue, Town Of La Grange, WI	US	Morgan LP Service	22414 ELLIOT AVENUE, TOWN OF LA GRANGE, WI	US	0.5	1.0	WI	WI	town of la grange	town of la grange
S1-254984434	S2-970238976	address_case_punctuation_spacing;name_accent_change	Morgan Trust LP	22414 Elliot Avenue, Town Of La Grange, WI	US	Morgan Trúst LP	22414 ELLIOT AVENUE, TOWN OF LA GRANGE, WI	US	1.0	1.0	WI	WI	town of la grange	town of la grange
S1-254984434	S3-655500213	address_numeric_tokens_changed;name_word_reordering;us_city_conflict_candidate	Morgan Trust LP	22414 Elliot Avenue, Town Of La Grange, WI	US	(LP) Morgan Trust	22414-22418 Elliot Ave, Toomah, Wisconsin	US	1.0	0.4	WI	WI	town of la grange	toomah
S1-664812857	S2-803519997	address_component_addition_or_removal;address_possible_typo;name_legal_suffix_change;name_possible_typo	Sai Impex Private Limited	M-109, Prem Nagar, Uttam Nagar, Delhi, West Delhi, Delhi	India	Sai  Impex Prifette Limited	M-109, PREM NAGAR, UTTAM NAGAR, DELHI, Delhi	India	0.6	0.8571				
S1-664812857	S2-352652163	address_script_change;name_legal_suffix_change;name_possible_typo	Sai Impex Private Limited	M-109, Prem Nagar, Uttam Nagar, Delhi, West Delhi, Delhi	India	M/s Sai Impex Private	M-109, PREM NAGAR, UTTAM NAGAR, DELHI, दिल्ली	India	0.5	0.75				
S1-664812857	S3-478063053	address_low_lexical_overlap;address_numeric_tokens_changed;name_punctuation_spacing	Sai Impex Private Limited	M-109, Prem Nagar, Uttam Nagar, Delhi, West Delhi, Delhi	India	Sai Impex Private  Limited	M-108, Gurgaon, Delhi, DL	India	1.0	0.2				
S1-982112257	S2-200860747	address_component_addition_or_removal;name_legal_suffix_change;name_low_lexical_overlap;name_script_change_possible_transliteration	Sun Marketing Private Limited	C/O Taral Gujarabhai Lallubhai House, Lambadiya, Khedbrahma, Sabarkantha, Sabar Kantha, Gujarat	India	સન માર્કેટિંગ પ્રાઇવેટ લિમિટેડ	C/O TARAL GUJARABHAI LALLUBHAI HOUSE, SABAR KANTHA, Gujarat	India	0.0	0.75				
S1-982112257	S3-483952027	name_honorific_added;name_legal_suffix_change;name_possible_typo	Sun Marketing Private Limited	C/O Taral Gujarabhai Lallubhai House, Lambadiya, Khedbrahma, Sabarkantha, Sabar Kantha, Gujarat	India	Sri Sun Marketing Prívate	C/o Taral Gujarabhai Lallubhai House, Sabar Kantha, Sabarkantha, GJ	India	0.6	0.6923				
S1-982112257	S3-102855368	name_legal_suffix_change;name_low_lexical_overlap;name_script_change_possible_transliteration	Sun Marketing Private Limited	C/O Taral Gujarabhai Lallubhai House, Lambadiya, Khedbrahma, Sabarkantha, Sabar Kantha, Gujarat	India	સન માર્કેટિંગ પ્રાઇવેટ લિમિટેડ	Sabar Kantha, GJ, C/o Taral Gujarabhai Lallubhai House, Sabar Kantha	India	0.0	0.6154				
S1-849005250	S2-357506206	address_embedded_null_marker;address_numeric_tokens_changed;address_possible_typo;address_unit_po_box_change;name_accent_change	Urgent Care Partners	1634 Prairie Avenue, Unit 4, Chicago, IL	US	Urgent Cáre Partners	#1634 PRAIRIE AVENUE, <NULL>, CHICAGO, IL	US	1.0	0.625	IL	IL	chicago	chicago
S1-849005250	S3-78863633	address_component_addition_or_removal;address_numeric_tokens_changed;address_possible_typo;address_unit_po_box_change;name_word_reordering	Urgent Care Partners	1634 Prairie Avenue, Unit 4, Chicago, IL	US	Partners Care Urgent	1634 Prairie Avenue, Chicago, Illinois	US	1.0	0.7143	IL	IL	chicago	chicago
S1-849005250	S3-511956955	address_abbreviation_or_state_expansion	Urgent Care Partners	1634 Prairie Avenue, Unit 4, Chicago, IL	US	Urgent Care Partners	1634 Prairie Ave, Unit 4, Chicago, Illinois	US	1.0	1.0	IL	IL	chicago	chicago
S1-851996489	S2-590209776	address_numeric_tokens_changed;address_possible_typo;name_legal_suffix_change;name_token_addition_or_removal	Novex Shanghai, Inc.	1122 107th Avenue, Omaha, NE	US	Novex Shanghai,	122 107TH AVE, N/A, OMAHA, NE	US	0.6667	0.5	NE	NE	omaha	omaha
S1-851996489	S2-652073513	address_numeric_tokens_changed;address_possible_typo;name_legal_suffix_change;name_low_lexical_overlap;name_possible_typo;name_url_or_handle	Novex Shanghai, Inc.	1122 107th Avenue, Omaha, NE	US	novexshanghai.com	122 107TH AVE, N/A, OMAHA, NE	US	0.0	0.5	NE	NE	omaha	omaha
S1-851996489	S3-336552679	address_possible_typo;name_word_reordering	Novex Shanghai, Inc.	1122 107th Avenue, Omaha, NE	US	Novex Inc. Shanghai,	1122. 107st Avenue, Omaha, Nebraska	US	1.0	0.6667	NE	NE	omaha	omaha
S1-851996489	S3-862266668	address_numeric_tokens_changed;address_possible_typo;name_punctuation_spacing	Novex Shanghai, Inc.	1122 107th Avenue, Omaha, NE	US	Novex Shanghai, Inc	107st Ave, Omaha, Nebraska	US	1.0	0.5	NE	NE	omaha	omaha
S1-675509323	S2-622760781	address_numeric_tokens_changed;address_script_change;name_token_addition_or_removal	Kerala & Co Partners	Khuntia Lane, Badambadi, Cuttack 12, Orissa	India	KERALA CO PARTNERS CENTER	NO. 52  KHUNTIA LANE, BADAMBADI, ଓଡ଼ିଶା	India	0.75	0.3333				
S1-675509323	S3-174019102	name_token_addition_or_removal	Kerala & Co Partners	Khuntia Lane, Badambadi, Cuttack 12, Orissa	India	Kerala Center Partners Co	Khuntia Lane, Badambadi, Cuttack 12, Orissa	India	0.75	1.0				
S1-623758685	S2-329829130	address_embedded_null_marker;address_numeric_tokens_changed;address_unit_po_box_change;name_accent_change	Scarlett E. Burdine, DDS	Broken Arrow, Unit SUITE 431, OK, 2602 Tucson Street	US	Scarlett E. Búrdine, DDS	2602 TUCSON ST, NULL, BROKENARROW CITY, OK	US	1.0	0.3333	OK	OK		brokenarrow city
S1-623758685	S2-953583211	address_missing;name_legal_suffix_change;name_token_addition_or_removal	Scarlett E. Burdine, DDS	Broken Arrow, Unit SUITE 431, OK, 2602 Tucson Street	US	SCARLETT E. BURDINE, DDS INC.		US	0.8	0.0	OK			
S1-623758685	S3-618261320	address_abbreviation_or_state_expansion;address_component_reordering;name_possible_typo	Scarlett E. Burdine, DDS	Broken Arrow, Unit SUITE 431, OK, 2602 Tucson Street	US	Scarlett Burdine, DDS Services	2602 Tucson St, Unit Suite 431, Broken Arrow, Oklahoma	US	0.6	1.0	OK	OK		broken arrow
S1-892787130	S2-72778682	address_possible_typo;address_unit_po_box_change;name_possible_typo	Ventures Jay Mind Clinic	3Rd Floor, Cama Bldg, 24, Dalal Street, Fort, Mumbai, Mumbai City, Maharashtra	India	Ventures Jay Mind (Cdic)	3RD FLCOR, CAMA BLDG, 24, DALAL STREET, FORT, MUMBAI, Maharashtra	India	0.6	0.75				
S1-892787130	S2-985743275	address_component_addition_or_removal;address_possible_typo;name_low_lexical_overlap	Ventures Jay Mind Clinic	3Rd Floor, Cama Bldg, 24, Dalal Street, Fort, Mumbai, Mumbai City, Maharashtra	India	Veohalo	DOOR NO 3RD FLOOR, CAMA BLDG, 24, DALAL STREET, FORT, MUMBAI CITY, MUMBAI, Maharashtra	India	0.0	0.8462				
S1-892787130	S3-885898210	address_possible_typo;name_token_addition_or_removal	Ventures Jay Mind Clinic	3Rd Floor, Cama Bldg, 24, Dalal Street, Fort, Mumbai, Mumbai City, Maharashtra	India	Ventures-Jay	3Rd Floor, Cama Bldg, 24, Dalal Street, Fort, Mumbai, Mumbai City, MH	India	0.5	0.8333				
S1-892787130	S3-840983010	address_possible_typo;name_word_reordering	Ventures Jay Mind Clinic	3Rd Floor, Cama Bldg, 24, Dalal Street, Fort, Mumbai, Mumbai City, Maharashtra	India	Ventures Jay Clinic  Mind	#3Rd Floor, Cama Bldg, 24, Dalal Street, Fort, Mumbai City, Mumbai, MH	India	1.0	0.8333				
S1-250800945	S2-878643607	address_abbreviation_or_state_expansion;name_legal_suffix_change;name_low_lexical_overlap;name_possible_typo;name_url_or_handle	B/N Perfect LLC	VA, 522 Rogers Avenue, Hampton City	US	BNPERFECT.COM	VA, 522 ROGERS AVE, HAMPTON CITY	US	0.0	1.0	VA	VA		
S1-250800945	S2-902843837	address_abbreviation_or_state_expansion;address_component_reordering;name_legal_suffix_change;name_token_addition_or_removal	B/N Perfect LLC	VA, 522 Rogers Avenue, Hampton City	US	B/N Perfect	522 ROGERS AVE, HAMPTON CITY, VA	US	0.75	1.0	VA	VA		hampton city
S1-250800945	S3-218724101	address_component_addition_or_removal;address_possible_typo;name_accent_change	B/N Perfect LLC	VA, 522 Rogers Avenue, Hampton City	US	B/N Pérféct LLC	522 Rogers Ave, Virginia, Hampton	US	1.0	0.8333	VA	VA		
S1-250800945	S3-545384604	address_component_reordering;name_token_addition_or_removal;name_trade_alias_marker	B/N Perfect LLC	VA, 522 Rogers Avenue, Hampton City	US	Dovarizaio DBA: B/N Perfect LLC	522 Rogers Avenue, Hampton City, VA	US	0.6667	1.0	VA	VA		hampton city
S1-135583520	S2-701243003	address_component_addition_or_removal;address_numeric_tokens_changed;address_unit_po_box_change;name_legal_suffix_change;name_low_lexical_overlap;name_possible_typo;name_url_or_handle	Milena Cain National Black Co	Batesville, IN, 23064 Vote Road	US	-- MILENACAINNATIONAL.COM	23064 VOTE RD, PO BOX 3278, BATESVILLE, IN	US	0.0	0.625	IN	IN		batesville
S1-135583520	S2-666419195	address_component_reordering;name_possible_typo	Milena Cain National Black Co	Batesville, IN, 23064 Vote Road	US	Milena Cin National Black Co	IN, 23064 VOTE ROAD, BATESVILLE	US	0.6667	1.0	IN	IN		
S1-135583520	S3-339250003	address_abbreviation_or_state_expansion;address_component_reordering;name_accent_change	Milena Cain National Black Co	Batesville, IN, 23064 Vote Road	US	Milena Cáin National Black Co	Indiana, 23064 Vote Road, Batesville	US	1.0	1.0	IN	IN		
S1-135583520	S3-490684492	address_missing;name_case_only	Milena Cain National Black Co	Batesville, IN, 23064 Vote Road	US	milena cain national black co		US	1.0	0.0	IN			
S1-662325954	S3-13165667	address_abbreviation_or_state_expansion;address_component_reordering;name_token_addition_or_removal	Ashley Group	VA, Rockbridge County, 40 Faircrest Drive	US	Áshley	40 Faircrest Drive, Rockbridge County, Virginia	US	0.5	1.0	VA	VA		rockbridge county
S1-662325954	S3-547089258	name_token_addition_or_removal	Ashley Group	VA, Rockbridge County, 40 Faircrest Drive	US	Ashley	40 Faircrest Drive, Fairfield, Virginia	US	0.5	0.5714	VA	VA		fairfield
S1-662325954	S3-647853581	address_abbreviation_or_state_expansion	Ashley Group	VA, Rockbridge County, 40 Faircrest Drive	US	Ashley Group	Virginia, Rockbridge County, 40 Faircrest Dr	US	1.0	1.0	VA	VA		
S1-662325954	S3-129060453	address_abbreviation_or_state_expansion;name_token_addition_or_removal	Ashley Group	VA, Rockbridge County, 40 Faircrest Drive	US	Ashley	Virginia, Rockbridge County, 40 Faircrest Drive	US	0.5	1.0	VA	VA		
S1-662325954	S3-90184504	address_abbreviation_or_state_expansion;address_component_reordering;name_possible_typo	Ashley Group	VA, Rockbridge County, 40 Faircrest Drive	US	Aoshyl Group	40 Faircrest Drive, Rockbridge County, Virginia	US	0.3333	1.0	VA	VA		rockbridge county
S1-996348879	S2-437488500	address_numeric_tokens_changed;address_possible_typo;name_word_reordering	Orbyn Citizens of Rector	105 5th Street, Rector, AR	US	of Citizens Orbyn Rector	105 FIFTH STREET, RECTOR, AR	US	1.0	0.6667	AR	AR	rector	rector
S1-996348879	S3-81710828	address_leading_zero_number_format;address_numeric_tokens_changed;address_possible_typo;name_legal_suffix_change;name_token_addition_or_removal	Orbyn Citizens of Rector	105 5th Street, Rector, AR	US	Orbyn Citizens of Rector Inc	00105 5th Street, Rector, Arkansas	US	0.8	0.6667	AR	AR	rector	rector
S1-996348879	S3-934593258	address_leading_zero_number_format;address_numeric_tokens_changed;address_possible_typo;name_low_lexical_overlap	Orbyn Citizens of Rector	105 5th Street, Rector, AR	US	Ectonovi	00105 5th Street, Rector, Arkansas	US	0.0	0.6667	AR	AR	rector	rector
S1-996348879	S3-470295838	address_leading_zero_number_format;address_numeric_tokens_changed;address_possible_typo;name_low_lexical_overlap	Orbyn Citizens of Rector	105 5th Street, Rector, AR	US	Synrizatavo	00105 5th Street, Rector, Arkansas	US	0.0	0.6667	AR	AR	rector	rector
S1-996348879	S3-825968384	address_leading_zero_number_format;address_numeric_tokens_changed;address_possible_typo;name_word_reordering	Orbyn Citizens of Rector	105 5th Street, Rector, AR	US	OF CITIZENS ORBYN RECTOR	00105 5th St, Rector, Arkansas	US	1.0	0.6667	AR	AR	rector	rector
S1-396038167	S2-892639043	address_component_addition_or_removal;address_numeric_tokens_changed;address_unit_po_box_change;name_accent_change	Reliable Mobility Corporation	Coon Rapids, MN, Unit Apartment 103, 1410 111th Avenue	US	Reliable-Mobility Córporation	1410 111TH AVE, COON RAPIDS, MN	US	1.0	0.6667	MN	MN		coon rapids
S1-396038167	S2-442866713	address_component_addition_or_removal;address_numeric_tokens_changed;address_unit_po_box_change;name_legal_suffix_change;name_low_lexical_overlap;name_possible_typo;name_url_or_handle	Reliable Mobility Corporation	Coon Rapids, MN, Unit Apartment 103, 1410 111th Avenue	US	reliablemobility.com	1410 111TH AVE, COON RAPIDS, MN	US	0.0	0.6667	MN	MN		coon rapids
S1-396038167	S2-49337817	address_component_addition_or_removal;address_numeric_tokens_changed;address_unit_po_box_change	Reliable Mobility Corporation	Coon Rapids, MN, Unit Apartment 103, 1410 111th Avenue	US	Reliable-Corporation Service	1410 111TH AVENUE, COON RAPIDS, MN	US	0.5	0.6667	MN	MN		coon rapids
S1-396038167	S2-302110992	address_component_addition_or_removal;address_numeric_tokens_changed;address_unit_po_box_change;name_legal_suffix_change;name_low_lexical_overlap	Reliable Mobility Corporation	Coon Rapids, MN, Unit Apartment 103, 1410 111th Avenue	US	@RELIABLEMOBILITY	1410 111TH AVENUE, COON RAPIDS, MN	US	0.0	0.6667	MN	MN		coon rapids
S1-396038167	S2-523020835	address_missing;name_punctuation_spacing	Reliable Mobility Corporation	Coon Rapids, MN, Unit Apartment 103, 1410 111th Avenue	US	Reliable Mobility  Corporation		US	1.0	0.0	MN			
S1-396038167	S3-809458312	name_punctuation_spacing	Reliable Mobility Corporation	Coon Rapids, MN, Unit Apartment 103, 1410 111th Avenue	US	Reliable-Mobility Corporation	1410a 111th Ave, Unit Apartment 103, Mnineapolis Township, Minnesota	US	1.0	0.5	MN	MN		mnineapolis township
S1-206758902	S2-490963075	address_abbreviation_or_state_expansion	T D Morse Advantage	1015 High View Drive, Balch Springs, TX	US	T D Advantage Cénter	1015 HIGH VIEW DR, BALCH SPRINGS, TX	US	0.6	1.0	TX	TX	balch springs	balch springs
S1-206758902	S2-89513525	address_abbreviation_or_state_expansion;name_digit_letter_substitution;name_possible_typo	T D Morse Advantage	1015 High View Drive, Balch Springs, TX	US	T D M0rse Advantage	1015 HIGH VIEW DR, BALCH SPRINGS, TX	US	0.6	1.0	TX	TX	balch springs	balch springs
S1-206758902	S3-948485228	address_missing	T D Morse Advantage	1015 High View Drive, Balch Springs, TX	US	T D Advantage (Services)		US	0.6	0.0	TX		balch springs	
S1-519816005	S2-755056359	address_leading_zero_number_format;address_numeric_tokens_changed;address_possible_typo;name_legal_suffix_change;name_token_addition_or_removal	Whitaker Northern LLC	4307 Hamilton Avenue, Dallas, TX	US	WHITAKER-NORTHERN	04307 HAMILTON AVE, DALLAS, TX	US	0.6667	0.6667	TX	TX	dallas	dallas
S1-519816005	S2-774788911	address_missing;name_case_only	Whitaker Northern LLC	4307 Hamilton Avenue, Dallas, TX	US	Whitaker Northern Llc		US	1.0	0.0	TX		dallas	
S1-519816005	S3-193881446	address_abbreviation_or_state_expansion	Whitaker Northern LLC	4307 Hamilton Avenue, Dallas, TX	US	Whitaker Northern LLC	4307 Hamilton Ave, Dallas, Texas	US	1.0	1.0	TX	TX	dallas	dallas
S1-519816005	S3-650023025	name_token_addition_or_removal;name_trade_alias_marker	Whitaker Northern LLC	4307 Hamilton Avenue, Dallas, TX	US	Miramira trading as Whitaker Northern LLC	4307 Hamilton Avenue, Dallas, TX	US	0.5	1.0	TX	TX	dallas	dallas
S1-671029725	S3-139200304	name_low_lexical_overlap;name_possible_typo;name_url_or_handle;us_city_conflict_candidate	Figueroa Evolution	10212 Dunkelow Road, Village Of Caledonia, WI	US	Figueroaevolution.Com	10212 Dunkelow Rd, Franksville, Wisconsin	US	0.0	0.5	WI	WI	village of caledonia	franksville
S1-671029725	S3-974049273	address_abbreviation_or_state_expansion	Figueroa Evolution	10212 Dunkelow Road, Village Of Caledonia, WI	US	Figueroa  Services	10212 Dunkelow Road, Village Of Caledonia, Wisconsin	US	0.3333	1.0	WI	WI	village of caledonia	village of caledonia
S1-671029725	S3-695412249	address_abbreviation_or_state_expansion;name_legal_suffix_change;name_token_addition_or_removal	Figueroa Evolution	10212 Dunkelow Road, Village Of Caledonia, WI	US	Figueroa Evolution Inc.	10212 Dunkelow Road, Village Of Caledonia, Wisconsin	US	0.6667	1.0	WI	WI	village of caledonia	village of caledonia
S1-671029725	S3-651645626	address_abbreviation_or_state_expansion;address_component_reordering;name_low_lexical_overlap;name_possible_typo	Figueroa Evolution	10212 Dunkelow Road, Village Of Caledonia, WI	US	The Figueroa Evo1ution	Wisconsin, Village Of Caledonia, 10212 Dunkelow Road	US	0.25	1.0	WI	WI	village of caledonia	
S1-266021204	S2-751822174	address_numeric_tokens_changed;address_script_change;name_abbreviation_equivalent;name_legal_suffix_change;name_possible_typo	Aahana Process Private Limited	H.No:- 2-4-1053/4, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, Nagole, Hyderabad, Telangana	India	Aahana Process Private Ltd	BLOCK D-#987 H.NO:- 2-4-1053/4, ROAD NO 4, SAMAHTAPURI COLONY, BESIDE BHAVYA HOSPIT, AL, NAGOLE, తెలంగాణ	India	0.6	0.6				
S1-266021204	S2-84215361	address_numeric_tokens_changed;address_possible_typo;name_repeated_word_added	Aahana Process Private Limited	H.No:- 2-4-1053/4, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, Nagole, Hyderabad, Telangana	India	Aahana Aahana Private Limited (Center)	BLOCK D-#987 H.NO:- 2-4-1053/4, ROAD NO 4, SAMATHAPURI COLONY, BESIDE BHAVYA HOSPIT, AL, NAGOLE, Telangana	India	0.6	0.7778				
S1-266021204	S2-273277571	address_numeric_tokens_changed;name_legal_suffix_change;name_token_addition_or_removal	Aahana Process Private Limited	H.No:- 2-4-1053/4, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, Nagole, Hyderabad, Telangana	India	Aahana Process-Private	Telangana, BLOCK D-#987 H.NO:- 2-4-1053/4, ROAD NO 4, SAMATHAPURI COLONY, BESIDE BHAVYA HOSPIT, AL, NAGOLE	India	0.75	0.7778				
S1-266021204	S3-773799020	address_possible_typo;name_possible_typo	Aahana Process Private Limited	H.No:- 2-4-1053/4, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, Nagole, Hyderabad, Telangana	India	Aahana Pfrocrss Private  Limited	H.no:- 2-4-1053/4, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, Nagole, Ranga Reddy, TG	India	0.6	0.7222				
S1-266021204	S3-909177759	name_abbreviation_equivalent;name_legal_suffix_change;name_possible_typo	Aahana Process Private Limited	H.No:- 2-4-1053/4, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, Nagole, Hyderabad, Telangana	India	Aahana Process Private Ltd	Ranga Reddy, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, TG, Nagole, H.no:- 2-4-1053/4	India	0.6	0.7222				
S1-266021204	S3-494363929	address_missing;name_possible_typo	Aahana Process Private Limited	H.No:- 2-4-1053/4, Road No 4, Samathapuri Colony, Beside Bhavya Hospit, Al, Nagole, Hyderabad, Telangana	India	M/s Aahana Poemss Private  Limited		India	0.4286	0.0				
S1-968768640	S2-929108888	address_leading_zero_number_format;address_numeric_tokens_changed;address_possible_typo;name_token_addition_or_removal	Big & Co	Gala No. 2 Asha Niwas, Station Rd Kalwa, Kalwa, Thane, Maharashtra	India	Big Co Service	DOOR NO 02 ASHA NIWAS, STATION RD KALWA, KALWA, Maharashtra	India	0.6667	0.5833				
S1-968768640	S2-575567048	address_leading_zero_number_format;address_numeric_tokens_changed;address_script_change;name_punctuation_spacing	Big & Co	Gala No. 2 Asha Niwas, Station Rd Kalwa, Kalwa, Thane, Maharashtra	India	Big  & Co	GALA NO. 02 ASHA NIWAS, STATION RD KALWA, KALWA, महाराष्ट्र	India	1.0	0.5833				
S1-968768640	S3-563241041	address_script_change;name_honorific_added;name_legal_suffix_change	Big & Co	Gala No. 2 Asha Niwas, Station Rd Kalwa, Kalwa, Thane, Maharashtra	India	Shri Big &	Thane, Gala No. 2 Asha Niwas, Kalwa, महाराष्ट्र	India	0.3333	0.6364				
S1-968768640	S3-795044435	name_legal_suffix_change;name_token_addition_or_removal	Big & Co	Gala No. 2 Asha Niwas, Station Rd Kalwa, Kalwa, Thane, Maharashtra	India	Big &	Gala No. 2 Asha Niwas, Kalwa, Thane, MH	India	0.5	0.6364				
S1-234754933	S2-383955059	address_component_addition_or_removal;name_legal_suffix_change;name_low_lexical_overlap;name_script_change_possible_transliteration	Eastern Global Private Limited	Witty International School, Pawan Baug Road, Off. S.V. Road, Adjacent To Techniplex, Malad West, Mumbai, Maharashtra	India	ईस्टर्न ग्लोबल प्राइवेट लिमिटेड	MALAD WEST, Maharashtra, MUMBAI, WITTY INTERNATIONAL SCHOOL	India	0.0	0.4375				
S1-234754933	S3-36086918	address_possible_typo;name_possible_typo	Eastern Global Private Limited	Witty International School, Pawan Baug Road, Off. S.V. Road, Adjacent To Techniplex, Malad West, Mumbai, Maharashtra	India	Eastern Glcaebl Private Limited	Witty International School, Pawan Baug Road, Off. S.v. Road, Adjacent To Techniplex, Malad West, Mumbai, MH	India	0.6	0.8824				
S1-880148668	S2-5546364	address_script_change;name_possible_typo	MC Realty Private Limited	122/690 B, Shastri Nagar, Hans Nagar, Lajpat Nagar, Kanpur Nagar, Uttar Pradesh	India	MC REAYFT PRIVATE  LIMITED	#122/690 B, SHASTRI NAGAR, HANS NAGAR, LAJPAT NAGAR, उत्तर प्रदेश	India	0.6	0.5833				
S1-880148668	S2-877810169	address_script_change;name_case_only	MC Realty Private Limited	122/690 B, Shastri Nagar, Hans Nagar, Lajpat Nagar, Kanpur Nagar, Uttar Pradesh	India	MC REALTY PRIVATE LIMITED	122/690 B, SHASTRI NAGAR, HADS NAGAR, LAJPAT NAGAR, उत्तर प्रदेश	India	1.0	0.4615				
S1-880148668	S3-453913178	name_possible_typo	MC Realty Private Limited	122/690 B, Shastri Nagar, Hans Nagar, Lajpat Nagar, Kanpur Nagar, Uttar Pradesh	India	MC Raly Private Limited	A-122/690 B, Kanpur Nagar, UP, Shastri Nagar, Hans Nagar, Lajpat Nagar	India	0.6	0.6667				
S1-452751734	S2-728661560	address_missing;name_token_addition_or_removal	Foot & Ankle Center LLC	3345 Feltham Way, Rancho Cordova, CA	US	Foot & Ankle Center Llc Enterprises		US	0.8	0.0	CA		rancho cordova	
S1-452751734	S3-649951134	address_abbreviation_or_state_expansion;name_legal_suffix_change;name_low_lexical_overlap;name_possible_typo;name_url_or_handle	Foot & Ankle Center LLC	3345 Feltham Way, Rancho Cordova, CA	US	Footanklecenter.Com	3345 Feltham Way, Rancho Cordova, California	US	0.0	1.0	CA	CA	rancho cordova	rancho cordova
S1-452751734	S3-269489837	address_abbreviation_or_state_expansion;address_component_reordering;name_legal_suffix_change;name_repeated_word_added	Foot & Ankle Center LLC	3345 Feltham Way, Rancho Cordova, CA	US	Foot Foot & Ankle	3345 Feltham Way, California, Rancho Cordova	US	0.5	1.0	CA	CA	rancho cordova	
S1-452751734	S3-900989632	name_legal_suffix_change;name_token_addition_or_removal;us_city_conflict_candidate	Foot & Ankle Center LLC	3345 Feltham Way, Rancho Cordova, CA	US	Foot & Ankle Center	3345 Feleham Way, Sacramento, California	US	0.75	0.375	CA	CA	rancho cordova	sacramento
S1-452751734	S3-622874584	name_legal_suffix_change;name_low_lexical_overlap;name_url_or_handle;us_city_conflict_candidate	Foot & Ankle Center LLC	3345 Feltham Way, Rancho Cordova, CA	US	footankle.com	3345 Feltham Way, Sacramento, California	US	0.0	0.5714	CA	CA	rancho cordova	sacramento
S1-824546097	S2-688917352	address_case_punctuation_spacing;name_word_reordering	Golden Miluna LLC	137 Frederick Street, Cortlandt, NY	US	LLC Golden Miluna	137 FREDERICK STREET, CORTLANDT, NY	US	1.0	1.0	NY	NY	cortlandt	cortlandt
S1-931955809	S2-144428531	address_component_addition_or_removal;address_numeric_tokens_changed;address_possible_typo;name_possible_typo	Best Telecom Products LLC	8011 Meadows Court, Fort Wayne, IN	US	Best Telecom Pfdóructs LLC	MEADOWS CT, FORT WAYNE, IN	US	0.6	0.8333	IN	IN	fort wayne	fort wayne
S1-931955809	S3-152515228	address_numeric_tokens_changed;name_legal_suffix_change;name_low_lexical_overlap;us_city_conflict_candidate	Best Telecom Products LLC	8011 Meadows Court, Fort Wayne, IN	US	Deltavantagevera	8011 1/2 Meadows Ct, Saint Joseph, Indiana	US	0.0	0.4	IN	IN	fort wayne	saint joseph
S1-931955809	S3-867458999	name_legal_suffix_change;name_low_lexical_overlap;name_token_addition_or_removal	Best Telecom Products LLC	8011 Meadows Court, Fort Wayne, IN	US	Best	8011 Meadows Court, Fort Wayne, IN	US	0.25	1.0	IN	IN	fort wayne	fort wayne
S1-59315037	S2-505484296	address_abbreviation_or_state_expansion;name_legal_suffix_change;name_possible_typo;name_repeated_word_added	Pediatric Dental Highland Care LLC	4725 Christy Drive, Glendale, AZ	US	Pediatric Pediatric Dental Highland Care	4725 CHRISTY DR, GLENDALE, AZ	US	0.8	1.0	AZ	AZ	glendale	glendale
S1-59315037	S2-66109709	address_case_punctuation_spacing;name_possible_typo;name_repeated_word_added	Pediatric Dental Highland Care LLC	4725 Christy Drive, Glendale, AZ	US	Pediatric Pediatric Dental Highland Cndge LLC	4725 CHRISTY DRIVE, GLENDALE, AZ	US	0.6667	1.0	AZ	AZ	glendale	glendale
S1-887675403	S2-50896669	address_numeric_tokens_changed;address_possible_typo;name_punctuation_spacing	Talking Services (India) Pvt. Ltd.	Dewas, Mig Vikas Nagar Dewas, Dewas, 38, Madhya Pradesh	India	Talking Services (India) Pvt. (Ltd.)	NO 199 38, MIG VIKAS NAGAR DEWAS, DEWAS, Madhya Pradesh	India	1.0	0.7778				
